Hauptkategorie (neu);Unterkategorie (neu);Top-Rang;Relevanz 1-5;Produktname;Bild;Beschreibung (max. 500 Zeichen);Feature / USP (Hauptbotschaft);Sekundäre Information;Link Ferronato-Shop;Sparte/Farbe;Preis CHF exkl. MwSt;Art.-Nr.;Verfügbarkeit;Alte Shop-Unterkategorie;Begründung Top
04 Schleifen, Kanten & Polieren;Polierpads;;3;DISTAR CoolPAD Ø50mm x3 mm x 7mm  Polierer #1;https://shop.ferronato.ch/images/product/large/7856.jpg;Diamant-Polierscheibe CoolPAD Nr. 1 für Gravurmaschinen, entwickelt für das Trockenschleifen von Feinsteinzeug. Ersetzt mehrere Körnungen in einer Scheibe (ca. 30-120). Durchmesser 50 mm, Dicke 3 mm, Aufnahme 7 mm.;Schleift Feinsteinzeug in grober Körnung mit einer einzigen Scheibe an.;Vor Erstgebrauch anschleifen, Durchmesser 50 mm, Preis CHF 16.00.;https://shop.ferronato.ch/de/product/7856/distar-coolpad-50mm-x3-mm-x-7mm-polierer-1?CatID=216;Plattenleger;16.0;032-733 1;ab Lager;Plattenleger (Hauptkategorie);Praktisches Polierpad-System für Feinsteinzeug, Teil einer 4er-Serie.
04 Schleifen, Kanten & Polieren;Polierpads;;3;DISTAR CoolPAD Ø50mm x3 mm x 7mm  Polierer #2;https://shop.ferronato.ch/images/product/large/7855.jpg;Diamant-Polierscheibe CoolPAD Nr. 2 für Gravurmaschinen, entwickelt für das Trockenschleifen von Feinsteinzeug. Ersetzt mehrere Körnungen in einer Scheibe (ca. 120-400). Durchmesser 50 mm, Dicke 3 mm, Aufnahme 7 mm.;Poliert Feinsteinzeug in mittlerer Körnung mit einer einzigen Scheibe.;Vor Erstgebrauch anschleifen, Durchmesser 50 mm, Preis CHF 16.00.;https://shop.ferronato.ch/de/product/7855/distar-coolpad-50mm-x3-mm-x-7mm-polierer-2?CatID=216;Plattenleger;16.0;032-733 2;ab Lager;Plattenleger (Hauptkategorie);Praktisches Polierpad-System für Feinsteinzeug, Teil einer 4er-Serie.
04 Schleifen, Kanten & Polieren;Polierpads;;3;DISTAR CoolPAD Ø50mm x3 mm x 7mm  Polierer #3;https://shop.ferronato.ch/images/product/large/7854.jpg;Diamant-Polierscheibe CoolPAD Nr. 3 für Gravurmaschinen, entwickelt für das Trockenschleifen von Feinsteinzeug. Ersetzt mehrere Körnungen in einer Scheibe (ca. 400-1000). Durchmesser 50 mm, Dicke 3 mm, Aufnahme 7 mm.;Poliert Feinsteinzeug in feiner Körnung mit einer einzigen Scheibe.;Vor Erstgebrauch anschleifen, Durchmesser 50 mm, Preis CHF 16.00.;https://shop.ferronato.ch/de/product/7854/distar-coolpad-50mm-x3-mm-x-7mm-polierer-3?CatID=216;Plattenleger;16.0;032-733 3;ab Lager;Plattenleger (Hauptkategorie);Praktisches Polierpad-System für Feinsteinzeug, Teil einer 4er-Serie.
04 Schleifen, Kanten & Polieren;Polierpads;;3;DISTAR CoolPAD Ø50mm x3 mm x 7mm  Polierer #4;https://shop.ferronato.ch/images/product/large/7853.jpg;Diamant-Polierscheibe CoolPAD Nr. 4 für Gravurmaschinen, entwickelt für das Trockenschleifen von Feinsteinzeug. Ersetzt mehrere Körnungen in einer Scheibe, Nr. 4 dient dem Hochglanzpolieren mit einer einzigen Berührung. Durchmesser 50 mm, Dicke 3 mm, Aufnahme 7 mm.;Poliert Feinsteinzeug mit einer einzigen Scheibe bis zum Hochglanz.;Vor Erstgebrauch anschleifen, Durchmesser 50 mm, Preis CHF 16.00.;https://shop.ferronato.ch/de/product/7853/distar-coolpad-50mm-x3-mm-x-7mm-polierer-4?CatID=216;Plattenleger;16.0;032-733 4;ab Lager;Plattenleger (Hauptkategorie);Praktisches Polierpad-System für Feinsteinzeug, Teil einer 4er-Serie.
04 Schleifen, Kanten & Polieren;Polierpads;;2;"KGS Flexis FM  Ø150mm/6""";https://shop.ferronato.ch/images/product/large/4388.jpg;KGS Flexis FM System, Ø150 mm/6 Zoll, Korn 100 bis 3000, Bodenpads zum Reinigen und Polieren mit Ferrzon+-Technologie, Aufnahme QRS-Loop, weisses Trägerpad für Polituren oder Reinigungsmittel separat erhältlich.;Bodenpad-System für professionelle Reinigung und Politur von Böden.;Körnung 100 bis 3000, Aufnahme QRS-Loop, ab CHF 26.90.;https://shop.ferronato.ch/de/product/4388/kgs-flexis-fm-150mm-6?CatID=216;Plattenleger;26.9;;;Plattenleger (Hauptkategorie);Nützliches Pad-System, eher für spezialisierte Bodenpflege.
04 Schleifen, Kanten & Polieren;Schleif- & Polierteller;;3;DISTAR Aufnahmeteller Click & Lock Pro Ø100mm M14;https://shop.ferronato.ch/images/product/large/7799.jpg;Magnetischer Aufnahmeteller Click-Lock Pro für schnellen Wechsel von Polierscheiben beim Schleifen von Feinsteinzeug und Granit. Ersetzt zeitaufwändige Klett- oder Basiswechsel, Halter rasten magnetisch ein. Max. Drehzahl 3500 U/min, Durchmesser 100 mm, Aufnahme M14, inkl. Basis und drei Stahlhalter.;Wechselt Polierscheiben per Magnetklick, ohne Zeitverlust und Unwucht.;Inkl. 3 Stahlhalter für Polierscheiben, Preis CHF 75.00.;https://shop.ferronato.ch/de/product/7799/distar-aufnahmeteller-click-lock-pro-100mm-m14?CatID=216;Plattenleger;75.0;050-736;ab Lager;Plattenleger (Hauptkategorie);Effizientes Zubehör für schnellen Polierscheibenwechsel, für Profis lohnend.
04 Schleifen, Kanten & Polieren;Schleif- & Polierteller;;2;Aufnahmeteller SF HART Ø130 SF M14 hart;https://shop.ferronato.ch/images/product/large/5931.jpg;Aufnahmeteller SF Ø130 mm, M14 hart mit Innengewinde, Bajonettaufnahme flach.;Stabiler Hart-Aufnahmeteller für Klettschleifmittel Ø130 mm.;Bajonettaufnahme, Innengewinde M14.;https://shop.ferronato.ch/de/product/5931/aufnahmeteller-sf-hart-130-sf-m14-hart?CatID=216;Plattenleger;58.0;050-146;ab Lager;Plattenleger (Hauptkategorie);Standard-Zubehörteil, wird nachgekauft, kein Highlight.
04 Schleifen, Kanten & Polieren;Schleif- & Polierteller;;2;Aufnahmeteller ø100/120x10 M14 für Lammfelle;https://shop.ferronato.ch/images/product/large/6420.jpg;Aufnahmeteller M14 für Lammfellhaube, Durchmesser 100/120 mm bei 10 mm Höhe, maschinenseitiger Anschluss M14. Passend für Lammfellhauben mit Ø 120 mm.;Aufnahmeteller für Lammfellpolitur am Winkelschleifer.;Grössere Variante ø 140/180x20 mm für Lammfellhauben Ø 180/190 mm ebenfalls erhältlich.;https://shop.ferronato.ch/de/product/6420/aufnahmeteller-100-120x10-m14-f-r-lammfelle?CatID=216;Plattenleger;29.5;050-158;ab Lager;Plattenleger (Hauptkategorie);Zubehörteil für Poliermaschine, seltener Einzelkauf.
04 Schleifen, Kanten & Polieren;Schleif- & Polierteller;;2;Aufnahmeteller ø140/180x20 M14 für Lammfelle;https://shop.ferronato.ch/images/product/large/6421.jpg;Aufnahmeteller M14 für Lammfellhaube, Durchmesser 140/180 mm bei 20 mm Höhe, maschinenseitiger Anschluss M14. Passend für Lammfellhauben mit Ø 180/190 mm.;Grösserer Aufnahmeteller für Lammfellpolitur am Winkelschleifer.;Kleinere Variante ø 100/120x10 mm für Lammfellhauben Ø 120 mm ebenfalls erhältlich.;https://shop.ferronato.ch/de/product/6421/aufnahmeteller-140-180x20-m14-f-r-lammfelle?CatID=216;Plattenleger;37.5;050-160;ab Lager;Plattenleger (Hauptkategorie);Zubehörteil für Poliermaschine, seltener Einzelkauf.
04 Schleifen, Kanten & Polieren;Schleif- & Polierteller;;2;DISTAR Schaumstützteller Ø50mm PROXXON;https://shop.ferronato.ch/images/product/large/7867.jpg;Schaumstützteller mit vollflächiger Hartschaum-Klettaufnahme für Polierschwämme, Lammfell-Polierhauben, Filzscheiben, Schleifscheiben und Schleifvlies. Sorgt für gleichmässige Druckverteilung bei Schleif- und Polierarbeiten. Durchmesser 50 mm, Höhe 18.5 mm, passend für Proxxon-Poliergeräte WP/E, WP/A, EP/E, EP/A.;Sichere Klett-Basis für alle gängigen Polier- und Schleifaufsätze am Proxxon-Gerät.;Durchmesser 50 mm, für Proxxon WP/EP-Serie, Preis CHF 4.90.;https://shop.ferronato.ch/de/product/7867/distar-schaumst-tzteller-50mm-proxxon?CatID=216;Plattenleger;4.9;060-213 50;ab Lager;Plattenleger (Hauptkategorie);Kleines Verschleissteil, nur bei Proxxon-System relevant.
04 Schleifen, Kanten & Polieren;Schleif- & Polierteller;;2;Ferrix Schleifteller Keramik Ø100 mm M14;https://shop.ferronato.ch/images/product/large/4986.png;Schleifteller für Keramik Ø100 mm, Aufnahme M14, Körnung 50, hart, für Nass- und Trockenanwendung.;Robuster Hartschleifteller speziell für Keramik.;Körnung 50, nass und trocken einsetzbar.;https://shop.ferronato.ch/de/product/4986/ferrix-schleifteller-keramik-100-mm-m14?CatID=216;Plattenleger;104.0;031-824;ab Lager;Plattenleger (Hauptkategorie);Nützliches Zubehör, aber Nischenkörnung.
04 Schleifen, Kanten & Polieren;Schleiftöpfe & Schleifscheiben;1;5;DIA Schleiftopf 125mm Aufnahme 22.2 mm / M14;https://shop.ferronato.ch/images/product/large/2812.png;Premium Diamantschleifteller, Durchmesser 125 mm, Aufnahme 22.2 mm oder M14, 6 bzw. 7 präzisionsgeschweisste Diamant-Segmente, Segmenthöhe 5 mm, Gesamthöhe 30 mm, für Trockenanwendung auf Sanierungsschleifern. Für Beton, Granit, Fliesenkleber und Epoxidharz, auch für Estrich- und Kleberreste.;Robuster Schleiftopf für Sanierungsschleifer mit hoher Abtragsleistung.;Aufnahme 22.2 mm oder M14, nur mit Schutzhaube, Preis CHF 124.00.;https://shop.ferronato.ch/de/product/2812/dia-schleiftopf-125mm-aufnahme-22-2-mm-m14?CatID=216;Plattenleger;124.0;;;Plattenleger (Hauptkategorie);DIA Schleiftopf 125 mm M14, Dauerläufer zum Abtragen von Kleber und Beton.
04 Schleifen, Kanten & Polieren;Schleiftöpfe & Schleifscheiben;4;3;Telum Dry Diamantschleifscheibe ø115x25 QRS grau K50-800;https://shop.ferronato.ch/images/product/large/6342.jpg;KGS Telum Dry Diamant-Schleifscheibe mit Klettverschluss, harte Zwischenschicht, Pfeilstruktur, metallgebundener Diamant, für Trockenschliff an hartem Kalkstein, Serpentin, Marmor, Granit. Bohrungsdurchmesser 15 mm, Körnungen 50-800.;Hohe Standzeit und Abtragsleistung beim Trockenschliff von Hartgestein.;Körnungen von 50 bis 800 erhältlich, mit Klett montiert.;https://shop.ferronato.ch/de/product/6342/telum-dry-diamantschleifscheibe-115x25-qrs-grau-k50-800?CatID=216;Plattenleger / grau;69.9;;;Plattenleger (Hauptkategorie);KGS Telum Dry Ø115 Klett-Schleifscheibe, Standard für Kanten- und Flächenschliff.
04 Schleifen, Kanten & Polieren;Schleiftöpfe & Schleifscheiben;6;3;KGS Hybrid Flap Disc M14 WET & DRY;https://shop.ferronato.ch/images/product/large/4059.jpg;KGS Hybrid Flap Disc M14, Körnung 50-200, für Nass- und Trockenanwendung, Diamant-Lamellenschleifscheibe Ø115 mm mit M14-Aufnahme. Ultraschnelles, vibrationsfreies Schleifen und Schruppen auch auf sehr harten Oberflächen und Kanten, für Naturstein, Marmor, Granit und Terrazzo, Swiss Diamond Technology.;Vibrationsarme Diamant-Lamellenscheibe für schnelles Schleifen und Schruppen.;Körnung 50 bis 200, Aufnahme M14, Preis CHF 93.00.;https://shop.ferronato.ch/de/product/4059/kgs-hybrid-flap-disc-m14-wet-dry?CatID=216;Plattenleger;93.0;;;Plattenleger (Hauptkategorie);KGS Hybrid Flap Disc M14, flexible Lamellenscheibe für nass und trocken.
04 Schleifen, Kanten & Polieren;Schleiftöpfe & Schleifscheiben;;3;DISTAR DGM Schleiftopf Soft Edge Ø45mm;https://shop.ferronato.ch/images/product/large/7984.jpg;DISTAR Soft Edge-Fräser für Graviergeräte, speziell entwickelt für die Bearbeitung anspruchsvoller Fliesen. Diamantschicht wird durch Graphitspäne gekühlt und verhindert zuverlässig Abplatzungen, ideal zum Schleifen von glasiertem oder sprödem Feinsteinzeug. Durchmesser 45 mm, Aufnahme 5.8 mm, Körnung 100, inkl. Aufnahmedorn für Proxxon.;Schleift glasiertes, sprödes Feinsteinzeug abplatzungsfrei dank Graphitkühlung.;Körnung 100, inkl. Aufnahmedorn für Proxxon, Preis CHF 42.00.;https://shop.ferronato.ch/de/product/7984/distar-dgm-schleiftopf-soft-edge-45mm?CatID=216;Plattenleger;42.0;032-756;ab Lager;DISTAR Technik;Spezial-Schleiftopf für heikle Feinsteinzeug-Oberflächen.
04 Schleifen, Kanten & Polieren;Schleiftöpfe & Schleifscheiben;;3;DISTAR MasterGRIND Ø115x1.8x30mm für Keramik und Glas;https://shop.ferronato.ch/images/product/large/7729.jpg;DISTAR MasterGRIND 2-in-1-Werkzeug zum Schneiden und Schleifen von Keramik und Glas. Vakuumgelötete Diamantschicht (30 mm breit), gebogene Topfform verhindert Kontakt des Flanschs mit dem Material, stabiler Schnitt bei 90° und 45°. Bei Akku-Winkelschleifern auch mit Wasserzufuhr nutzbar. Durchmesser 115 mm, Aufnahme 22.23 mm, max. 13'000 U/min.;Kombiniert Schneiden und Schleifen von Keramik und Glas in einem Werkzeug.;Trocken- und Nassanwendung möglich, Preis CHF 24.00.;https://shop.ferronato.ch/de/product/7729/distar-mastergrind-115x1-8x30mm-f-r-keramik-und-glas?CatID=216;Plattenleger;24.0;032-728;ab Lager;Diamantwerkzeuge, Diamanttrennscheiben 45mm -125mm;Vielseitiges 2-in-1-Werkzeug, praktisch aber nicht Standard-Kernprodukt.
04 Schleifen, Kanten & Polieren;Schleiftöpfe & Schleifscheiben;;3;FLEX Thermo Super Ø150/22.2mm Diamantschleiftopf;https://shop.ferronato.ch/images/product/large/7023.jpg;FLEX Thermo Super Diamantschleiftopf zum Abschleifen von Betonteilen, Anschleifen von Altbeton und hartem Zementputz, Entfernen von Schalungsübergängen, Epoxidharzbeschichtungen und Sinterschicht. Ø 150 mm, Bohrung 22.2 mm, hohe Schleifleistung und Lebensdauer.;Leistungsstarker Schleiftopf für Betonvorbereitung und Beschichtungsentfernung.;Segmentkonstruktion für lange Lebensdauer, Preis CHF 245.00.;https://shop.ferronato.ch/de/product/7023/flex-thermo-super-150-22-2mm-diamantschleiftopf?CatID=216;Plattenleger;245.0;050-520;Nicht an Lager;Plattenleger (Hauptkategorie);Wichtig für Betonvorbereitung, aber kein täglicher Bedarf.
04 Schleifen, Kanten & Polieren;Schleiftöpfe & Schleifscheiben;;3;KGS Telum Dry Diamantschleifscheibe ø100x15 QRS K50-800;https://shop.ferronato.ch/images/product/large/6413.png;Diamantschleifscheibe mit Klettverschluss, metallgebunden, für Trockenschliff von hartem Kalkstein, Serpentin, Marmor und Granit. Ø 100 mm, Bohrung 15 mm, hohe Standzeit und Abtragsleistung, geringe Wärmeentwicklung. Erhältlich in Körnung 50 bis 800.;Langlebige Trockenschleifscheibe für harten Naturstein.;Körnungen 50, 60, 120, 200, 400, 800 einzeln erhältlich, ab CHF 63.00.;https://shop.ferronato.ch/de/product/6413/kgs-telum-dry-diamantschleifscheibe-100x15-qrs-k50-800?CatID=216;Plattenleger;63.0;;;Plattenleger (Hauptkategorie);Regelmässig gebraucht bei Naturstein-Reparaturen, aber Spezialanwendung.
04 Schleifen, Kanten & Polieren;Schleiftöpfe & Schleifscheiben;;3;NECTAR DSK Ø45mm x 5.8 mm trocken für Keramik & Feinsteinzeug;https://shop.ferronato.ch/images/product/large/7727.jpg;DISTAR Nectar-Schleiftopf für ausbruchsfreies, schnelles Schleifen von Feinsteinzeug, auch mit leistungsschwachen Winkelschleifern. Kompaktes Design für schwer zugängliche Stellen, schützt den Motor vor Überhitzung. Aussendurchmesser 45 mm, Aufnahme 5.8 mm, inkl. 3 mm Aufnahmedorn.;Ausbruchsfreies Schleifen von Feinsteinzeug, auch an schwer zugänglichen Stellen.;Inkl. Aufnahmedorn 3 mm, Preis CHF 43.00.;https://shop.ferronato.ch/de/product/7727/nectar-dsk-45mm-x-5-8-mm-trocken-f-r-keramik-feinsteinzeug?CatID=216;Plattenleger;43.0;032-732;ab Lager;Diamantwerkzeuge, DISTAR Technik, Diamanttrennscheiben 45mm -125mm;Spezial-Schleiftopf für Detailarbeiten an Feinsteinzeug.
04 Schleifen, Kanten & Polieren;Schleiftöpfe & Schleifscheiben;;2;Diamant Topfscheibe Ø100mm M14;https://shop.ferronato.ch/images/product/large/5997.png;Topfscheibe mit vakuumgelöteten Diamanten, Ø100 mm, Aufnahme M14, Trockenanwendung.;Robuste Diamant-Topfscheibe für schnellen Materialabtrag.;Auch als Ø115 mm Version erhältlich.;https://shop.ferronato.ch/de/product/5997/diamant-topfscheibe-100mm-m14?CatID=216;Plattenleger;44.0;031-962;ab Lager;Plattenleger (Hauptkategorie);Standardzubehör, austauschbar mit vergleichbaren Produkten.
04 Schleifen, Kanten & Polieren;Schleiftöpfe & Schleifscheiben;;2;Diamant Topfscheibe Ø115 mm M14;https://shop.ferronato.ch/images/product/large/5998.png;Topfscheibe mit vakuumgelöteten Diamanten, Ø115 mm, Aufnahme M14, Trockenanwendung.;Robuste Diamant-Topfscheibe für schnellen Materialabtrag.;Auch als Ø100 mm Version erhältlich.;https://shop.ferronato.ch/de/product/5998/diamant-topfscheibe-115-mm-m14?CatID=216;Plattenleger;48.0;031-964;ab Lager;Plattenleger (Hauptkategorie);Standardzubehör, austauschbar mit vergleichbaren Produkten.
04 Schleifen, Kanten & Polieren;Schleiftöpfe & Schleifscheiben;;2;PKD Schleiftopf blau 125mm;https://shop.ferronato.ch/images/product/large/4928.png;PKD-Spezialschleiftopf Ø125 mm, Höhe 22 mm, Aufnahme 22,23 mm, 12200 U/min, 6 Segmente, für Trockenanwendung. Schneller, effektiver Abtrag ohne Verkleben.;Starker PKD-Abtrag ohne Verkleben bei Trockenschliff.;Auch als Ø180 mm Version in blau oder schwarz erhältlich.;https://shop.ferronato.ch/de/product/4928/pkd-schleiftopf-blau-125mm?CatID=216;Plattenleger / blau;180.0;031-604;Nicht an Lager;Plattenleger (Hauptkategorie);Spezialwerkzeug für Abtrag, kein Standardsortiment jedes Betriebs.
04 Schleifen, Kanten & Polieren;Schleiftöpfe & Schleifscheiben;;2;PKD Schleiftopf blau 180mm;https://shop.ferronato.ch/images/product/large/4929.png;PKD-Spezialschleiftopf Ø180 mm, Höhe 30 mm, Aufnahme 22,23 mm, 8700 U/min, 6 Segmente, für Trockenanwendung. Schneller, effektiver Abtrag ohne Verkleben.;Starker PKD-Abtrag ohne Verkleben bei Trockenschliff.;Auch als Ø125 mm oder in schwarz mit 12 Segmenten erhältlich.;https://shop.ferronato.ch/de/product/4929/pkd-schleiftopf-blau-180mm?CatID=216;Plattenleger / blau;220.0;031-606;ab Lager;Plattenleger (Hauptkategorie);Spezialwerkzeug für Abtrag, kein Standardsortiment jedes Betriebs.
04 Schleifen, Kanten & Polieren;Schleiftöpfe & Schleifscheiben;;2;PKD Schleiftopf schwarz 180mm;https://shop.ferronato.ch/images/product/large/4931.png;PKD-Spezialschleiftopf Ø180 mm, Höhe 30 mm, Aufnahme 22,23 mm, 8700 U/min, 12 Segmente, für Trockenanwendung. Schneller, effektiver Abtrag ohne Verkleben.;Starker PKD-Abtrag mit 12 Segmenten für feineren Trockenschliff.;Auch als Ø125 mm oder in blau mit 6 Segmenten erhältlich.;https://shop.ferronato.ch/de/product/4931/pkd-schleiftopf-schwarz-180mm?CatID=216;Plattenleger / schwarz;174.0;031-610;ab Lager;Plattenleger (Hauptkategorie);Spezialwerkzeug für Abtrag, kein Standardsortiment jedes Betriebs.
05 Verlegen, Heben & Klopfen;Fliesenrüttler;2;5;FLEX Akku Fliesenrüttler TV 18-EC C;https://shop.ferronato.ch/images/product/large/7936.jpg;Akku-Fliesenrüttler mit bürstenlosem Motor, vermeidet Hohlräume und Blasenbildung im Kleber für eine perfekte Verbindung zwischen Fliese und Kleber. Integrierte Drehzahlregulierung, handlich und leicht, für grossformatige Wand- und Bodenfliesen. Vibrationsplatte Ø120 mm, Akku-Spannung 18V, max. Fliesengrösse 1200x2400 mm, Schutzklasse IPX4.;Rüttelt grossformatige Fliesen vollflächig blasenfrei in den Kleber ein.;FLEX 18V-System, max. Fliesengrösse 1200x2400 mm, Preis CHF 175.00.;https://shop.ferronato.ch/de/product/7936/flex-akku-fliesenr-ttler-tv-18-ec-c?CatID=216;Plattenleger;175.0;050-754;ab Lager;Plattenleger (Hauptkategorie);FLEX Akku-Fliesenrüttler TV 18-EC C, verhindert Hohlstellen und ist gefragt.
05 Verlegen, Heben & Klopfen;Kniehocker & Montagehilfen;6;5;PROBST KNEESEAT Kniehocker KS;https://shop.ferronato.ch/images/product/large/5687.png;Kniehocker KNEESEAT von PROBST, entlastet Rücken, Schultern und Nacken durch optimale Positionierung von Hüfte, Knie- und Sprunggelenk. Verzinkte Stahlrohre, Tragfähigkeit 120 kg, Eigengewicht 1,8 kg. Entspricht DIN EN 14404:2010-05 Typ 4/Stufe 0.;Entlastet Rücken und Knie beim Verlegen spürbar.;Tragfähigkeit 120 kg, geprüft nach DIN EN 14404.;https://shop.ferronato.ch/de/product/5687/probst-kneeseat-kniehocker-ks?CatID=216;Plattenleger;112.0;081-193;ab Lager;PSA Plattenleger;PROBST KNEESEAT Kniehocker, Dauerbrenner für rückenschonendes Arbeiten.
05 Verlegen, Heben & Klopfen;Kniehocker & Montagehilfen;;2;FERROFIX-Montagegerät;https://shop.ferronato.ch/images/product/large/2192.jpg;FERROFIX-Montagegerät für Keramikkochfelder, 2-teilig, aus der Praxis entwickelt, damit flächenbündige Glaskeramik-Kochfelder schneller und genauer montiert werden können.;Präzisionswerkzeug für schnelles, sauberes Montieren von Glaskeramik-Kochfeldern.;2-teiliges Set, Preis CHF 449.00.;https://shop.ferronato.ch/de/product/2192/ferrofix-montageger-t?CatID=216;Plattenleger;449.0;080-006;ab Lager;Plattenleger (Hauptkategorie);Sehr spezifisches Nischenwerkzeug für Kochfeldmontage.
05 Verlegen, Heben & Klopfen;Plattenleger- & Schonhämmer;4;5;PICARD Plattenlegerhammer BlackTec®;https://shop.ferronato.ch/images/product/large/8365.jpg;PICARD Plattenlegerhammer für Wege- und Pflasterarbeiten mit rundem, austauschbarem, rückschlaghemmendem Gummikopf, schwarz pulverlackiert und korrosionsgeschützt. Aus legiertem PICARD-Spezialstahl gehärtet, 3-Komponenten-Kunststoffstiel mit Fiberglaskern, gummierte Grifffläche. Gewicht 2300 g, Länge 365 mm.;Rückschlaghemmender Plattenlegerhammer für Pflaster- und Plattenverlegearbeiten.;Gewicht 2300 g, Länge 365 mm, Preis CHF 98.00.;https://shop.ferronato.ch/de/product/8365/picard-plattenlegerhammer-blacktec?CatID=216;Plattenleger / schwarz;98.0;041-572;ab Lager;Plattenleger (Hauptkategorie);PICARD Plattenlegerhammer BlackTec, klassischer Handwerkzeug-Kauf.
05 Verlegen, Heben & Klopfen;Plattenleger- & Schonhämmer;5;5;PICARD Gummihammer Grösse 2 + 3, zum Festschlagen von empfindlichen Bauteilen;https://shop.ferronato.ch/images/product/large/8401.jpg;PICARD Gummihammer zum präzisen, schonenden Festschlagen empfindlicher Bauteile. Gummierte Schlagfläche, robuste Verarbeitung für den professionellen Alltag. Erhältlich in Grösse 2 (Ø65 mm, 0.72 kg) und Grösse 3 (Ø75 mm, 0.8 kg).;Schont empfindliche Bauteile beim Festschlagen dank gummierter Schlagfläche.;Zwei Grössen Ø65 mm und Ø75 mm erhältlich, Preis CHF 24.90.;https://shop.ferronato.ch/de/product/8401/picard-gummihammer-gr-sse-2-3-zum-festschlagen-von-empfindlichen-bauteilen?CatID=216;Plattenleger;24.9;;;Plattenleger (Hauptkategorie);PICARD Gummihammer Grösse 2 und 3 zum Festschlagen empfindlicher Bauteile.
