Sparte;Hauptkategorie (neu);Unterkategorie (neu);Top-Rang;Relevanz 1-5;Produktname;Bild;Beschreibung (max. 500 Zeichen);Feature / USP (Hauptbotschaft);Sekundäre Information;Link Ferronato-Shop;Preis CHF exkl. MwSt;Art.-Nr.;Verfügbarkeit;Alte Shop-Kategorien;Begründung Top
GaLa-Bau & Tiefbau;05 Verlegen, Heben & Transportieren;Versetz- & Hebezangen;;2;PROBST Profil-Gummi-Leiste zu FTZ;https://shop.ferronato.ch/images/product/large/4255.png;PROBST Profil-Gummi-Leiste zu FTZ 1/uni 15, 420 mm lang, C-Profil. Ersatzgummibacke schwarz, pro Stück.;Ersatzgummibacke für PROBST Fertigteilzange FTZ.;Länge 420 mm, C-Profil, pro Stück.;https://shop.ferronato.ch/de/product/4255/x;95.0;081-076;ab Lager;GALA+Tiefbau+Renovation > PROBST für den GaLa-Bau > Hebegeräte > Probst Ersatzteile;Verschleiss-Ersatzteil für Fertigteilzange.
GaLa-Bau & Tiefbau;05 Verlegen, Heben & Transportieren;Versetz- & Hebezangen;;2;PROBST Stelensetzer SLS 8/20-G-VA;https://shop.ferronato.ch/images/product/large/3207.jpg;PROBST Stelensetzer SLS 8/20-G-VA zum Aufrichten und Versetzen liegender Granitstelen mit Minibagger. Handkurbel löst beim Anheben eine automatische Spannkrafterhöhung aus, nicht färbende Gummigreifbeläge. Tragfähigkeit 300 kg, Gewicht 12.2 kg.;Richtet liegende Granitstelen sicher auf und versetzt sie.;Tragfähigkeit 300 kg, Greifbereich 80-200 mm, 12.2 kg.;https://shop.ferronato.ch/de/product/3207/x;682.0;081-140;ab Lager;GALA+Tiefbau+Renovation > PROBST für den GaLa-Bau > Hebegeräte > Hebezangen + Maschinen;Spezialisiertes Anbaugerät, einmalige Anschaffung.
GaLa-Bau & Tiefbau;05 Verlegen, Heben & Transportieren;Versetz- & Hebezangen;;2;PROBST TSZ MAXI Trittstufenversetzzange 800kg;https://shop.ferronato.ch/images/product/large/6735.jpg;Zange zum Greifen und Versetzen von Trittstufen, Bordsteinen und Randwinkeln mit einem Hebezeug. Grosse Eintauchtiefe von 185 mm greift auch konisch zulaufende Bordsteine sicher, Wechselautomatik von voll auf leer, austauschbare Profil-Gummileisten, galvanisch verzinkt. Tragfähigkeit 800 kg, Gewicht 35 kg, Greifbereich 850-1100 mm.;Zange für sicheres Versetzen von Trittstufen und konischen Bordsteinen.;Tragfähigkeit 800 kg, Eintauchtiefe 185 mm, Höhenverstellung exklusive.;https://shop.ferronato.ch/de/product/6735/x;1.0;081-118 MAX;Nicht an Lager;GALA+Tiefbau+Renovation > PROBST für den GaLa-Bau > Hebegeräte;Spezialwerkzeug für Tiefbau, seltener Kaufanlass.
GaLa-Bau & Tiefbau;05 Verlegen, Heben & Transportieren;Versetz- & Hebezangen;;2;PROBST Trittstufen-Versetzzange TSV;https://shop.ferronato.ch/images/product/large/3198.jpg;PROBST Trittstufen-Versetzzange TSV, Universalzange für Trittstufen, Bordsteine, Randwinkel und L-Steine. Halbautomatisch, Einhängeöse für Kranhaken, drehbarer Handtragegriff, austauschbare Gummimetallschienen. Tragfähigkeit 250 kg, Gewicht 18 kg.;Universalzange für Trittstufen, Bordsteine und L-Steine.;Tragfähigkeit 250 kg, Greifbereich 70-500 mm, 18 kg.;https://shop.ferronato.ch/de/product/3198/x;840.0;081-058;ab Lager;GALA+Tiefbau+Renovation > PROBST für den GaLa-Bau > Hebegeräte > Hebezangen + Maschinen;Spezialzange, einmalige und seltene Anschaffung.
GaLa-Bau & Tiefbau;05 Verlegen, Heben & Transportieren;Versetz- & Hebezangen;;2;PROBST Trittstufen-Versetzzange TSZ-uni 800kg;https://shop.ferronato.ch/images/product/large/3201.jpg;PROBST Trittstufen-Versetzzange TSZ-uni, mechanische Allroundzange für Trittstufen, Bordsteine und Randwinkel mit Hebezeug. Grosse Eintauchtiefe für konische Bordsteine, Wechselautomatik, austauschbare Profil-Gummileisten. Tragfähigkeit 800 kg, Gewicht 32 kg.;Allroundzange für Bordsteine und Trittstufen bis 800 kg.;Tragfähigkeit 800 kg, Eintauchtiefe 185 mm, 32 kg.;https://shop.ferronato.ch/de/product/3201/x;890.0;081-118;ab Lager;GALA+Tiefbau+Renovation > PROBST für den GaLa-Bau > Hebegeräte > Hebezangen + Maschinen;Spezialzange, einmalige und seltene Anschaffung.
GaLa-Bau & Tiefbau;05 Verlegen, Heben & Transportieren;Versetz- & Hebezangen;;2;PROBST Versetzzange VZ 1+VZ 2;https://shop.ferronato.ch/images/product/large/3199.jpg;PROBST Versetzzange VZ 1 und VZ 2 zum Versetzen von Bordsteinen, längsgreifend für enge Verhältnisse, ohne Auslenkung der Richtschnur. VZ 1: 100 kg, Greifbereich 500-1045 mm. VZ 2: 300 kg, Greifbereich 700-1000 mm, mit Gummischienen für Grossformate.;Versetzt Bordsteine dicht an dicht, ohne Richtschnur-Auslenkung.;VZ 1 bis 100 kg, VZ 2 bis 300 kg, längsgreifend.;https://shop.ferronato.ch/de/product/3199/x;320.0;;;GALA+Tiefbau+Renovation > PROBST für den GaLa-Bau > Hebegeräte > Hebezangen + Maschinen;Spezialzange, einmalige und seltene Anschaffung.
GaLa-Bau & Tiefbau;05 Verlegen, Heben & Transportieren;Versetz- & Hebezangen;;2;PROBST Wechselbacken WB-SQ zu TSZ-uni;https://shop.ferronato.ch/images/product/large/3058.jpg;PROBST Wechselbacken WB-SQ zu TSZ-uni, Paar, kompletter Anbausatz. Spezielle selbst nachgreifende Stahlgreifpratzen für sicheres Versetzen roh behauener Steinquader. Passend zu Art. Nr. 081-118.;Selbst nachgreifende Wechselbacken für PROBST TSZ-uni.;Als Paar, passend zu PROBST TSZ-uni (Art. 081-118).;https://shop.ferronato.ch/de/product/3058/x;355.0;081-116;ab Lager;GALA+Tiefbau+Renovation > PROBST Kleinmaterial + Ersatzteile;Zubehörteil, seltener Neukauf.
GaLa-Bau & Tiefbau;05 Verlegen, Heben & Transportieren;Versetz- & Hebezangen;;2;PROBST Winkelelementzange WEZ 2;https://shop.ferronato.ch/images/product/large/3202.jpg;PROBST Winkelelementzange WEZ 2 speziell für das Versetzen von L-Steinen, verstellbare Aufhängeöse für senkrechtes Hängen. Nichtfärbende Gummigreifbacken, Wechselautomatik. Tragfähigkeit 2000 kg, Greifbereich 50-250 mm, Eintauchtiefe 480 mm, Gewicht 56 kg.;Versetzt L-Steine senkrecht hängend und markierungsfrei.;Tragfähigkeit 2000 kg, Eintauchtiefe 480 mm, 56 kg.;https://shop.ferronato.ch/de/product/3202/x;2.0;081-130;Nicht an Lager;GALA+Tiefbau+Renovation > PROBST für den GaLa-Bau > Hebegeräte > Hebezangen + Maschinen;Schwere Spezialzange, einmalige Anschaffung.
GaLa-Bau & Tiefbau;05 Verlegen, Heben & Transportieren;Versetz- & Hebezangen;;2;PROBST Winkelelementzange WEZ 6;https://shop.ferronato.ch/images/product/large/7839.jpg;Spezialzange zum Versetzen von L-Steinen und ähnlich winkelig gestalteten Bauteilen. Aufhängeöse für den Kranhaken an den Schwerpunkt anpassbar für senkrechtes Hängen, mit Wechselautomatik von voll auf leer und hochverschleissfesten, austauschbaren Gummimetallschienen für guten Grip.;Winkelelementzange für sicheres Versetzen von L-Steinen.;Mit Wechselautomatik und austauschbaren Gummimetallschienen.;https://shop.ferronato.ch/de/product/7839/x;5.0;081-416;Nicht an Lager;GALA+Tiefbau+Renovation > PROBST für den GaLa-Bau;Maschine, seltener Nachkauf
GaLa-Bau & Tiefbau;05 Verlegen, Heben & Transportieren;Versetz- & Hebezangen;;2;Probst Ersatzgummi PGL 350mm Schwarz;https://shop.ferronato.ch/images/product/large/5567.png;Probst Ersatzgummi für TSZ Uni und Maxi, mit zwei Seitennuten, Länge 350mm, Breite 55mm, Farbe schwarz.;Ersatzgummi für Probst-Verlegezangen TSZ.;350x55mm, zwei Seitennuten, schwarz.;https://shop.ferronato.ch/de/product/5567/x;53.0;081-120 GLS;ab Lager;GALA+Tiefbau+Renovation > PROBST Kleinmaterial + Ersatzteile;Ersatzteil für ein bestehendes Gerät.
GaLa-Bau & Tiefbau;05 Verlegen, Heben & Transportieren;Versetz- & Hebezangen;;2;Probst FTZ-BB Fertigteilzange;https://shop.ferronato.ch/images/product/large/5440.jpg;Probst FTZ-BB Fertigteilzange für spezielle Betonbordsteine mit hohen Anfahrkanten (Kasseler Bordsteine). Greifweitenverstellung über Federrastbolzen, Wechselautomatik voll/leer, austauschbare Gummi-Greifelemente, galvanisch verzinkt. Tragfähigkeit 900kg, Gewicht 60kg, Griffbereich 50-480mm.;Fertigteilzange speziell für Kasseler Bordsteine.;Tragfähigkeit 900kg, Griffbereich 50-480mm.;https://shop.ferronato.ch/de/product/5440/x;2.0;081-352;Nicht an Lager;GALA+Tiefbau+Renovation > PROBST für den GaLa-Bau > Hebegeräte > Hebezangen + Maschinen;Spezialgerät für einen Bordstein-Typ, seltener Kauf.
GaLa-Bau & Tiefbau;05 Verlegen, Heben & Transportieren;Versetz- & Hebezangen;;2;Probst PGL 350mm / Profil Gummi Leiste weiss für TSZ UNI und MAXI;https://shop.ferronato.ch/images/product/large/5568.jpg;Probst Profilgummileiste für TSZ Uni und Maxi, mit zwei Seitennuten, Länge 350mm, Breite 55mm, Farbe weiss.;Ersatzgummi für Probst-Verlegezangen TSZ.;350x55mm, zwei Seitennuten, weiss.;https://shop.ferronato.ch/de/product/5568/x;60.0;081-120 GLG;ab Lager;GALA+Tiefbau+Renovation > PROBST für den GaLa-Bau > Hebegeräte > Probst Ersatzteile;Ersatzteil für ein bestehendes Gerät.
GaLa-Bau & Tiefbau;05 Verlegen, Heben & Transportieren;Versetz- & Hebezangen;;2;Probst Rasengitter Verlegezange RGV;https://shop.ferronato.ch/images/product/large/3205.jpg;PROBST Rasengitter-Verlegezange RGV Komplettgerät für Rasengittersteine 60x40 cm, Lochmass 9x9 cm, verlegt 1 bis 5 Steine gleichzeitig. Wechselautomatik, Einhängeöse für Kranhaken, drehbarer Handtragegriff. Tragfähigkeit 250 kg, Gewicht 21 kg.;Verlegt bis zu 5 Rasengittersteine gleichzeitig.;Tragfähigkeit 250 kg, Adapter für weitere Formate erhältlich.;https://shop.ferronato.ch/de/product/3205/x;980.0;;;GALA+Tiefbau+Renovation > Tiefbau: Verlegung Platten, Ringe+Rohre;Spezialzange für ein Steinformat, einmalige Anschaffung.
GaLa-Bau & Tiefbau;06 Kleben, Fugen & Gehrung;Pflasterverfugung;;3;PROBST EASYFILL FH-H Verfugungsgerät;https://shop.ferronato.ch/images/product/large/3165.png;PROBST EASYFILL FH-H Verfugungsgerät für einfache, schnelle Verfüllung von Pflasterfugen auf kleinen bis mittleren Flächen, trocken oder mit Wasserzugabe. Benzinmotor 4 kW erzeugt zusätzlich Vorwärtsdrive, stufenlose Bürstenhöhe. Eigengewicht 112 kg, Arbeitsbreite 1170 mm.;Benzinbetriebenes Verfugungsgerät mit Selbstantrieb für Pflasterflächen.;Ca. 50 mm Verschleissbereich der Bürsten, klappbarer Handgriff.;https://shop.ferronato.ch/de/product/3165/x;3.0;081-012;Nicht an Lager;GALA+Tiefbau+Renovation > PROBST für den GaLa-Bau > Pflaster- & Verlegesysteme;Gerät, seltener Neukauf.
GaLa-Bau & Tiefbau;07 Reinigen, Schützen & Reparieren;Hochdruckreiniger;;2;PROBST Easy Clean EC 60;https://shop.ferronato.ch/images/product/large/1039.jpg;Benzinbetriebener Hochdruckreiniger mit rotierenden Sprühdüsen und Spritzschutzhaube zur porentiefen Reinigung von Beton-, Platten- und Natursteinbelägen inkl. Fugen. Arbeitsdruck bis 150 bar, 4-Takt-Benzinmotor 4 kW, Arbeitsbreite 600 mm, Gewicht 53 kg. Vom Stromnetz unabhängig, nur Wasseranschluss nötig.;Reinigt Pflasterflächen porentief ohne Verschmutzung der Umgebung.;Inkl. Wasserschlauchadapter Gardena, auch mietbar.;https://shop.ferronato.ch/de/product/1039/x;4.0;080-086;Nicht an Lager;GALA+Tiefbau+Renovation > PROBST für den GaLa-Bau > Pflaster- & Verlegesysteme;Grossgerät, seltener Kauf, hoher Preis.
GaLa-Bau & Tiefbau;07 Reinigen, Schützen & Reparieren;Imprägnierungen;1;4;AKEMI Stein-Imprägnierung;https://shop.ferronato.ch/images/product/large/2485.jpg;AKEMI Stein-Imprägnierung auf Siliconbasis, dringt tief ein, macht wasserabweisend ohne die Dampfdurchlässigkeit zu beeinträchtigen, schützt Fassaden gegen Schlagregen, lässt Wasser abperlen und wirkt schmutzabweisend.;Siliconbasierte Basisimprägnierung gegen Schlagregen.;Erhält Dampfdurchlässigkeit des Steins.;https://shop.ferronato.ch/de/product/2485/x;25.8;;;GALA+Tiefbau+Renovation > AKEMI Spezialreiniger für den GaLa-Bau > AKEMI Spezial-Imprägnierer;AKEMI Stein-Imprägnierung, Standardschutz nach dem Verlegen
GaLa-Bau & Tiefbau;07 Reinigen, Schützen & Reparieren;Imprägnierungen;3;4;AKEMI Anti-Fleck Nano Effect;https://shop.ferronato.ch/images/product/large/2487.jpg;AKEMI Anti-Fleck Nano Effect, Imprägnierung auf Basis organischer Wirkstoffe, lebensmittelunbedenklich nach Aushärtung, Schutzwirkung nach 10-20 Min. Wasser-, fett- und ölabweisende Spezialimprägnierung für Boden-, Tisch- und Arbeitsplatten aus saugfähigem Natur- und Kunststein.;Schnellwirkende Fleckschutz-Imprägnierung, 10-20 Min.;Lebensmittelunbedenklich nach Aushärtung.;https://shop.ferronato.ch/de/product/2487/x;18.1;;;GALA+Tiefbau+Renovation > AKEMI Spezialreiniger für den GaLa-Bau > AKEMI Spezial-Imprägnierer;AKEMI Anti-Fleck Nano Effect für hochwertige Beläge
GaLa-Bau & Tiefbau;07 Reinigen, Schützen & Reparieren;Imprägnierungen;;4;AKEMI Anti Fleck W;https://shop.ferronato.ch/images/product/large/2489.jpg;AKEMI Anti Fleck W, wasserbasierte Imprägnierung, lebensmittelunbedenklich nach Aushärtung, Schutzwirkung nach 1-2h. Wasser-, fett- und ölabweisende Spezialimprägnierung für Boden-, Tisch- und Arbeitsplatten aus saugfähigem Natur- und Kunststein.;Wasserbasierte Fleckschutz-Imprägnierung.;Lebensmittelunbedenklich, Schutzwirkung nach 1-2h.;https://shop.ferronato.ch/de/product/2489/x;19.2;;;GALA+Tiefbau+Renovation > AKEMI Spezialreiniger für den GaLa-Bau > AKEMI Spezial-Imprägnierer;Verbrauchsmaterial mit regelmässigem Nachkauf.
GaLa-Bau & Tiefbau;07 Reinigen, Schützen & Reparieren;Imprägnierungen;;4;AKEMI IMPREGNATOR DURO;https://shop.ferronato.ch/images/product/large/2479.jpg;AKEMI Impregnator Duro, Kalksteinimprägnierung mit sehr guter Witterungsbeständigkeit, reduziert Wasser- und Schmutzaufnahme, mindert Salzausblühungen. Für saugfähigen Natur- und Kunststein, Cotto, Terrazzo und unglasierte Keramikplatten, besonders geeignet für Kalkstein.;Wasser- und schmutzabweisende Kalksteinimprägnierung.;Mindert Salzausblühungen, witterungsbeständig.;https://shop.ferronato.ch/de/product/2479/x;32.1;;;GALA+Tiefbau+Renovation > AKEMI Spezialreiniger für den GaLa-Bau > AKEMI Spezial-Imprägnierer;Verbrauchsmaterial mit regelmässigem Nachkauf.
GaLa-Bau & Tiefbau;07 Reinigen, Schützen & Reparieren;Rückseitenversiegelung;5;4;AKEMI AKEPOX® 2015 Anti-Stain 900gr.;https://shop.ferronato.ch/images/product/large/2296.jpg;AKEPOX 2015 Anti-Stain 900g, flüssige 2K-Beschichtung auf Polymerbasis, sehr gute Alkalistabilität gegenüber Verlegemörteln, witterungsbeständig, dünner Schichtauftrag, Mischverhältnis 2:1. Zur seitlichen und rückseitigen Versiegelung von Natur- und Kunststeinplatten.;Versiegelt Plattenränder gegen Verlegemörtel-Flecken.;900g, Mischverhältnis 2:1 (600g/300g).;https://shop.ferronato.ch/de/product/2296/x;79.8;020-390;ab Lager;GALA+Tiefbau+Renovation > AKEMI Spezialreiniger für den GaLa-Bau > AKEMI Spezialkleber;AKEPOX 2015 Anti-Stain zur Rückseitenversiegelung
GaLa-Bau & Tiefbau;07 Reinigen, Schützen & Reparieren;Steinreiniger;2;4;AKEMI Steinreiniger;https://shop.ferronato.ch/images/product/large/2472.jpg;AKEMI Steinreiniger, schwach alkalisches, hoch konzentriertes Reinigungsmittel, phosphatfrei, biologisch abbaubar, lebensmittelunbedenklich. Zur gründlichen Säuberung von Bauschmutz, Pflege- und Wachsschichten, Zementschleier, Öl-, Fett- und Teerflecken auf Natur- und Kunststein.;Konzentrierter Reiniger gegen Bauschmutz und Beläge.;Phosphatfrei, biologisch abbaubar.;https://shop.ferronato.ch/de/product/2472/x;24.0;;;GALA+Tiefbau+Renovation > AKEMI Spezialreiniger für den GaLa-Bau > AKEMI Spezialreiniger;AKEMI Steinreiniger, laufendes Verbrauchsmaterial
GaLa-Bau & Tiefbau;07 Reinigen, Schützen & Reparieren;Steinreiniger;4;4;AKEMI Aussenreiniger Power;https://shop.ferronato.ch/images/product/large/2504.jpg;AKEMI Aussenreiniger Power, schnelles, hochwirksames, leicht alkalisches Reinigungsmittel ohne Lösungsmittel. Entfernt gründlich natürliche Beläge, Blüten- und Blätterverfärbungen, Vogelkot und starke Verunreinigungen an Fassaden und Steinflächen.;Kraftreiniger gegen Aussenverschmutzungen und Beläge.;Lösungsmittelfrei, für Fassaden geeignet.;https://shop.ferronato.ch/de/product/2504/x;20.5;;;GALA+Tiefbau+Renovation > AKEMI Spezialreiniger für den GaLa-Bau > AKEMI Spezialreiniger;AKEMI Aussenreiniger Power für Terrassen und Wege
GaLa-Bau & Tiefbau;07 Reinigen, Schützen & Reparieren;Steinreiniger;;4;AKEMI Epoxy-Entferner;https://shop.ferronato.ch/images/product/large/2519.jpg;AKEMI Epoxy-Entferner, säure-, laugen- und CKW-freier Reiniger auf Basis hochwirksamer Lösungsmittel, geruchsarm. Entfernt Fugenmörtelreste auf Epoxidharz-Basis, Harzrückstände, Versiegelungen und Klebstoffreste auf Naturstein, Betonwerkstein, Klinker und Keramik.;Entfernt Epoxidharz- und Klebstoffreste.;CKW-frei, gelartige Konsistenz.;https://shop.ferronato.ch/de/product/2519/x;54.5;;;GALA+Tiefbau+Renovation > AKEMI Spezialreiniger für den GaLa-Bau > AKEMI Spezialreiniger;Spezialreiniger mit regelmässigem Nachkauf.
GaLa-Bau & Tiefbau;07 Reinigen, Schützen & Reparieren;Steinreiniger;;4;AKEMI Rostenferner;https://shop.ferronato.ch/images/product/large/2474.jpg;AKEMI Rostentferner, säurehaltiges, konzentriertes, salzsäurefreies Reinigungsmittel, biologisch abbaubar. Entfernt mühelos Rostflecken und Rostläufer, wandelt rostige Metalleinlagerungen in Granit um, schützt langfristig vor Nachrosten. Nicht für Kalkstein geeignet.;Entfernt Rostflecken und schützt vor Nachrosten.;Salzsäurefrei, nicht für Kalkstein.;https://shop.ferronato.ch/de/product/2474/x;25.5;;;GALA+Tiefbau+Renovation > AKEMI Spezialreiniger für den GaLa-Bau > AKEMI Spezialreiniger;Spezialreiniger mit regelmässigem Nachkauf.
GaLa-Bau & Tiefbau;07 Reinigen, Schützen & Reparieren;Steinreiniger;;4;AKEMI Rostentferner Paste;https://shop.ferronato.ch/images/product/large/3453.jpg;AKEMI Rostentferner Paste, 1000 ml, entfernt mühelos Rostflecken und Rostläufer von säurefesten Natur- und Kunststeinen, wandelt rostige Metalleinlagerungen in Granit dauerhaft um. Für vertikale Flächen geeignet, salzsäurefrei, nicht für Kalkstein oder Beton geeignet.;Salzsäurefreier Rostentferner für säurefeste Natursteine.;Gebinde 1000 ml, nur für säurefeste Steine.;https://shop.ferronato.ch/de/product/3453/x;33.5;020-510;ab Lager;GALA+Tiefbau+Renovation > AKEMI Spezialreiniger für den GaLa-Bau > AKEMI Spezialreiniger;Verbrauchsmaterial für Spezialreinigung, moderater Nachkauf.
GaLa-Bau & Tiefbau;08 Staub & Absaugung;Absaugzubehör;3;3;Husqvarna K1 Pace Vakuumeinheit;https://shop.ferronato.ch/images/product/large/6685.jpg;VAC-Absaugadapter für den Husqvarna K1 Pace, ermöglicht nahezu staubfreies Arbeiten ohne Wasser. Schnellbefestigungssystem für einfaches An- und Abbringen.;Absaugadapter für staubfreies Trockenschneiden mit dem Husqvarna K1 Pace.;Schnellbefestigung, im Handumdrehen montiert und entfernt.;https://shop.ferronato.ch/de/product/6685/x;198.0;050-311;Nicht an Lager;Steinbearbeitung > HUSQVARNA;K1 Pace Vakuumeinheit, staubfreies Trennen
GaLa-Bau & Tiefbau;08 Staub & Absaugung;Absaugzubehör;;3;Husqvarna K535 Vakuumeinheit;https://shop.ferronato.ch/images/product/large/6030.jpg;Husqvarna K535i Absaugadapter/Vakuumeinheit. Ermöglicht Trockenschneiden ohne Wassereinsatz, leitet den Staub direkt in einen Industriesauger. Schnellanschluss für einfaches Anbringen und Entfernen. Der Trennschleifer K535i kann damit nass wie trocken trennen.;Vac-Aufsatz für den K535i, ermöglicht Trockenschnitt ohne Wasser.;Schnellanschluss, leitet Staub direkt in Industriesauger.;https://shop.ferronato.ch/de/product/6030/x;139.0;050-310;ab Lager;Steinbearbeitung > HUSQVARNA > Elektrogeräte;Systemzubehör mit Nachkaufcharakter
GaLa-Bau & Tiefbau;08 Staub & Absaugung;Absaugzubehör;;3;Husqvarna Wassertank WT 15i;https://shop.ferronato.ch/images/product/large/5953.jpg;Husqvarna Wassertank WT 15i, kompakter 15-Liter-Tank mit Elektropumpe, kein manuelles Pumpen nötig. Teil der BLi-X-Akkuserie, kompatibel mit Husqvarna BLi-Akkus. Effiziente Staubbindung ohne lange Schläuche. Max. Wasserdruck 0.9bar, Füllmenge 15l, Schlauchlänge 3m, Gewicht 3.6kg.;Akku-Wassertank 15L mit Elektropumpe für staubfreies Trennschleifen.;Teil der Husqvarna BLi-X-Serie, max. 0.9bar, Schlauch 3m, Gewicht 3.6kg.;https://shop.ferronato.ch/de/product/5953/x;549.0;050-251;ab Lager;Steinbearbeitung > HUSQVARNA > Elektrogeräte;Maschinenzubehör, seltener Kauf
GaLa-Bau & Tiefbau;08 Staub & Absaugung;Bau- & Nasssauger;1;2;Husqvarna WDC 220 Nass-u. Trockensauger;https://shop.ferronato.ch/images/product/large/6032.png;Husqvarna Nass- und Trockensauger WDC 220, kompakt und benutzerfreundlich, auswaschbarer PET-Filter, halbautomatische Filterreinigung, variable Geschwindigkeitssteuerung, 20-Liter-Behälter mit Henkel. Luftdurchsatz 3600l/min, max. Vakuum 210mbar, Schlauchlänge 2.5m, Nennleistung 1000W, 220-240V.;Kompakter Nass- und Trockensauger mit auswaschbarem PET-Filter, 20 Liter.;1000W, 3600l/min, halbautomatische Filterreinigung, Behälter 20l.;https://shop.ferronato.ch/de/product/6032/x;239.0;050-314;ab Lager;Elektrogeräte;Husqvarna WDC 220, universeller Nass- und Trockensauger
